Hash,Filename,Message,LLM Inference (fix type),Rectified Message
e0fa07254703113c8820ba413130a6aa49f5b1af,NostalgiaForInfinityX2.py,X2: exit_normal_bear_stoploss: rework.,update minimal_roi.py,rework exit normal bear stoploss in nostalgia_for_infinity_x2
ad8ab814b1a7580cb46d3f345567005ed8417b7f,NostalgiaForInfinityX.py,Fine tune the stop thresholds.,update nostalgiaforinfinityx.py,fine-tune stop_thresholds_nostalgia
5443573aa58e1db36ee39d9fd58d9bca012d197c,NostalgiaForInfinityX2.py,X2: add stop thresholds for rebuy mode bull and bear.,update stop thresholds for infinity x2,add stop threshold update for infinity mode x2 in nostalgiaforinfinityx2
51118631961146d8363a8a1e31d96c3e18ea9ccd,NostalgiaForInfinityX2.py,X2: add config options for rebuy mode stop settings.,update minimal_roi.py,add config for stop in rebuying mode in NX2
88d9cb0303396b9f46e21dc2d49b0adab374d9f9,NostalgiaForInfinityX2.py,X2: add long mode stop settings.,update nostalgiaforinfinity.py,fix long mode settings in nostalgic.py
73da8e9937f3ed1d0f7c92791b7ae0e2f93ecfcb,NostalgiaForInfinityX2.py,X2: fine tune the stop settings.,update nostalgiaforinfinity.py,fine-tune stop settings in NFix.py
ecedd99a8f4561d0c96fa330a956690100460846,NostalgiaForInfinityX2.py,X2: fine tune the stop settings.,update nostalgiaforinfinity.py,fine-tune stop settings in NFix.py
f08791ffa63e0fc3fc29affe84e7b98e761eeff6,NostalgiaForInfinityX2.py,fix: enter_tages UnboundLocalError,fix nostalgiaforinfix2,fix unboundlocalerror in enter_tags in nostalgiforinfinityx2
19adca67ee943b0014b1e14d97e7aeb1fd54649e,NostalgiaForInfinityX2.py,X2: fine tune stop settings.,update nostalgiaforinfinity.py,fine-tune stop in NFix.py
6953946e9d0ab790d86a857f3424bc361cebc59e,NostalgiaForInfinityX2.py,X2: add exception for OKX startup candle data number.,update nostalgiaforinfinityx2,fix OKX candle num exception in NFINXX2
55a2955f0e4cb1d7449839c74545ac4b3d4274b2,NostalgiaForInfinityX2.py,X2: add exception for Kraken startup candle data number.,update nostalgiaforinfinity x2 strategy,update x2 kraken candle exception
f95a171f1ae565a935e436289f47d82d85fd1c45,NostalgiaForInfinityX2.py,X2: fix ident.,fix profit handling in infinity x2,fix ident profit handling NFX2
46101fcdb649f5e0ecec07e87f88400f6f38bf03,NostalgiaForInfinityX2.py,X2: grinding sells: change order amount -> filled.,update nomostalgiaforinfinity x2 strategy,update order amount strategy in NFINX2
c7ffac45cdd5cb3b69bf463a90206c14431950a6,NostalgiaForInfinityX2.py,X2: fix hold functionality if there are partial exits.,update minimal_roi.py,fix hold on partial exit in NFX2
e386aea8987541974444533ef9a48f085f30b575,NostalgiaForInfinityX2.py,X2: fix if there is profit only set to true and partial exits.,update minimal_roi.py,fix if profit only true and exits partial in NFX2
4f770ed680f3091892d2f7237005cf4051948e24,NostalgiaForInfinityX2.py,X2: grinding: fix sell check.,update minimal_roi.py,update sell check in NFX2
409264653d8e2845fa3b7e11c7068f474f616baa,NostalgiaForInfinityX2.py,X2: grinding: fix sell check.,update minimal_roi.py,update sell check in NFX2
a2c6d549a64590a98ecb295f7a6e009152cbfd8a,NostalgiaForInfinityX2.py,X2: grinding: fix sell check.,update minimal_roi.py,update sell check in NFX2
6db3990571cd876d6c6bb3adbc33a6efd427c446,NostalgiaForInfinityX2.py,X2: grinding: fix msg string typo.,update roi table for infinity x2,fix typo in msg string for NFX2
003fad0b33b94a71ab3f4cbc0472d2255e8ce4fd,NostalgiaForInfinityX2.py,"X2: grinding: if low stake, change only for the current trade.",update nomostalgiaforinfinity.py,change low-stake trade condition in nomostralgiaforinfiniti.py
03042c467970d197ff363055d8809494fc4a13b1,NostalgiaForInfinityX2.py,"X2: stops: use doom, relative to the trade open rate.",update nostalgiaforinfinity.py,update stop using doom relative to trade open
0512e9178abd50bee543e019d23130dfc8238a46,NostalgiaForInfinityX2.py,X2: grinding: fix sell remaining grind if partial fill on sell before.,update minimal_roi.py,fix sell grind on partial fill before in NFX2
ec517883abc4f8ce308280895bace236107c7abd,NostalgiaForInfinityX2.py,"X2: stops: use u_e, relative to the trade open rate.",update nostalgiaforinfinity.py,update stop using ue relative to trade open
d57367e8dab6414712bd7c056dfc49f7e8c901af,NostalgiaForInfinityX2.py,X2: grinding: fix BTC checks.,fix nostalgia for infinity x2,fix x2 btc checks in nostalgic infinity
a4f7ccd7efa98f39091813ff76f0cd881f04caa0,NostalgiaForInfinityX2.py,X2: rebuy_adjust_trade_position: fix BTC check.,update rebuy_adjust_trade_position in x2,fix btc check in nostalgia_for_infinity_x2
efd2fad5b423c411896684ea9d2564fb61932d34,NostalgiaForInfinityX2.py,X2: change startup candles to 199 for bybit.,change startup candles to 199 for bybit,change bybit startup candle to 200 in nostalgia for infinity x2
bb5c6004885681cfc6963d4bd30ed46b2a48c63a,NostalgiaForInfinityX2.py,X2: disable the FT stoploss (X2 use different stops).,update minimal_roi.py,"disable X2 stoploss in Nosto... As a senior software engineer, you're tasked with refining commit messages for clarity, brevity, and adherence to best practices. Each commit message must:"
9016b2dfd004dcd33e0ad46149a15b2848b3d8d7,NostalgiaForInfinityX2.py,X2: grinding: fix for partial fix on exits.,fix nostalgiaforinfinity x2,fix exits bug in NFINX2
18acc0be9f968e2419174d25237980a732c1e529,NostalgiaForInfinityX2.py,X2: maximizer: fine tune thet railing for stops.,update minimal_roi.py,fine-tune railing stops in X2
bef24aa15c72fd2955f9fc540b97fb0f78a93293,experimental\NostalgiaForInfinityX3.py,X3: fix bot_loop_start() call.,update minimal_roi.py,fix bot loop start in experimental\nostalgia_for_infinity_x3
99c0d78d5fb3c153a29112ffed4aeff4e5ce0933,experimental\NostalgiaForInfinityX3.py,X3: fine tune stops.,infinity x3,fine-tune X3 stops in experimental/nostalgia_for_infinity_x3
d6fefe2bfd3091fc14126fb128a1ad3a024287cf,experimental\NostalgiaForInfinityX3.py,X3: stop is config option now.,update nostalgiaforinfinity.py,update stop config option in experimental/NestalgiaFoInfiniX3
ef49f5764ef9edf37137b1490679f12dbd4c3489,experimental\NostalgiaForInfinityX3.py,X3: enable stops for init and grinds. Use full slot stake.,update nostalgia for infinity x3,enable stops init grinds use full stake in experimental\nostalgia_for_infinity_x3
cf527700feb01cdfe3b228514868f58fab29074f,experimental\NostalgiaForInfinityX3.py,"X3: grinding: stop init buy, check for min stake.",update roi table for infinity x3,update ROI table in experimental/nostalgia_for_infinity_x3
145d6a4ca560077aff4f85262d741dfc49fb46d3,experimental\NostalgiaForInfinityX3.py,X3: grinding: sell 1% less on stop grinds.,update nostalgiaforinfinity.py,reduce stop grind sales by 1%.
1ac646525d4c6e09f2554169d8b6e7e1fcf55790,experimental\NostalgiaForInfinityX3.py,X3: fine tune stops.,infinity x3,fine-tune X3 stops in experimental/nostalgia_for_infinity_x3
8124655311c11f93c55368585f68cb3fdffe4c21,experimental\NostalgiaForInfinityX3.py,X3: grinding: sell 0.1% instead of 1% less on stop grinds.,update nomostalgiaforinfinity.py,fix grind sell rate in experimental\nostalgia_for_infinITY_X3
8a3194ba4a76a885989caf03906e76c8151bfa36,experimental\NostalgiaForInfinityX3.py,X3: grinding: add variables for stop thresholds.,update nostalgiaforinfinity.py,update stop threshold vars in experimental/nostalgia for infinity x3
284edf80c62a2d1833f0ce256472db693085289d,experimental\NostalgiaForInfinityX3.py,X3: grinding: grind only after stop init.,update nodalgiaforinfinity.py,fix grind after stop in experimental/NodalGrief.py
a98a851ddd24598f38fee6080b5fe1e104d33e0e,experimental\NostalgiaForInfinityX3.py,X3: grinding: stops to -8%.,update nomostalgiaforinfinity.py,stop grinding at -8%
76365dade594791d481307632ca9f2b5c3a95733,experimental\NostalgiaForInfinityX3.py,X3: grinding: use current stake profit for stop init.,infinity x3,fix stop init with stake profits in experimental\nostalgiaforinfinityx3
cb78030043217cc271f50f12a599d1d6dcf4863f,experimental\NostalgiaForInfinityX3.py,X3: grinding: allow grind stops for old trades but new grinds.,add nostalgia for infinity x3,allow grinding stoppage in old vs new trades in experimental\nostalgia_for_infinity_x3
7fa863a9a4cd98b0fd1edcffb83747581b0b0865,NostalgiaForInfinityX3.py,X3: fix for earlier than Python 3.9 compatibility.,update nostalgia_for_infinity.py,fix X3 compatibility in nostalgic.py
a42b72a8e8a04f90c36d2417f0e3fc11e5c5cd43,NostalgiaForInfinityX3.py,X3: fine tune stops.,update minimal_roi.py,fine-tune X3 stops in nostalgia_for_infinity.py
b4227577cfc006b12d7453ede61a7eebd8da4541,NostalgiaForInfinityX3.py,X3: grinding: stop & profit thresholds config options.,update nodalgiaforinfinity.py,fix stop profit config in NosFiX3
7fb98992755a37081586ee88c26ced3163fc6bc7,NostalgiaForInfinityX3.py,X3: grinding: fine tune the stops.,update minimal_roi.py,fine-tune X3 stops
40963898d8a4e9277511ff0ca05d4bc805859134,NostalgiaForInfinityX3.py,X3: grinding: fine tune the grind stops.,update nodalgiaforinfinity.py,fine-tune grind-stops in nostalgia.py
904f28c7de05cef2503cab25bf6dcff6d54af024,NostalgiaForInfinityX3.py,X3: grinding: sell the remaining after grind init stop partial.,update nomostalgiaforinfinity.py,fix grind stop partial in NosFiX3
a9249dbf1172140a850b1cf2921c5e821b4b4d31,NostalgiaForInfinityX3.py,X3: grinding: sell remaining on partial init stop: check if it was normal exit.,update nostalgiaforinfinity x3,update x3: check normal exit after partial init
10a168d19c71445c77b86a8f272e52690c3210c1,NostalgiaForInfinityX3.py,X3: grinding: fine tune the stop thresholds.,infinity x3 grinding,fine-tune X3 infinity stop threshold
355bed6f5418a0c339cb0717b6a9f333f1d5b5b4,.github\workflows\scripts\comment-ci-results.py,"Some fixups and improvements  new file:   .github/workflows/scripts/download-necessary-exchange-market-data-for-backtests.sh Added data downloader from DigiTuccar HistoricalDataForTradeBacktest repo https://github.com/DigiTuccar/HistoricalDataForTradeBacktest.git  modified:   .github/workflows/tests.yml Added new time periods and selective trading mode (futures and spot)  modified:   .gitignore added /user_data please check for your own configurations if necessary  deleted:    .gitmodules not needed  modified:   .pre-commit-config.yaml updated versions  modified:   README.md updated data downloading instructions  modified:   configs/exampleconfig-rebuy.json     ""position_adjustment_enable"": true, added  modified:   docker-compose.yml   Added      - ""./user_data/data:/testing/user_data/data"" for gitlab testing  modified:   docker/Dockerfile.custom   Added git-lfs support for testing in gitlab-ci  modified:   tests/backtests/helpers.py modified:   tests/backtests/test_winrate_and_drawdown.py modified:   tests/ci-requirements.txt modified:   tests/requirements.txt modified:   .github/workflows/scripts/comment-ci-results.py  modified:   tests/unit/conftest.py   Added NFIX3 for testing  new file:   tools/download-necessary-exchange-market-data-for-backtests.sh  modified:   user_data/strategies/NostalgiaForInfinityNext.py modified:   user_data/strategies/NostalgiaForInfinityNextGen.py   Updated file links to legacy",add nfix2 and nfix3 to comment,Add NFIX2 and NFIX4 to comment in CI results
355bed6f5418a0c339cb0717b6a9f333f1d5b5b4,.github\workflows\scripts\download-necessary-exchange-market-data-for-backtests.sh,"Some fixups and improvements  new file:   .github/workflows/scripts/download-necessary-exchange-market-data-for-backtests.sh Added data downloader from DigiTuccar HistoricalDataForTradeBacktest repo https://github.com/DigiTuccar/HistoricalDataForTradeBacktest.git  modified:   .github/workflows/tests.yml Added new time periods and selective trading mode (futures and spot)  modified:   .gitignore added /user_data please check for your own configurations if necessary  deleted:    .gitmodules not needed  modified:   .pre-commit-config.yaml updated versions  modified:   README.md updated data downloading instructions  modified:   configs/exampleconfig-rebuy.json     ""position_adjustment_enable"": true, added  modified:   docker-compose.yml   Added      - ""./user_data/data:/testing/user_data/data"" for gitlab testing  modified:   docker/Dockerfile.custom   Added git-lfs support for testing in gitlab-ci  modified:   tests/backtests/helpers.py modified:   tests/backtests/test_winrate_and_drawdown.py modified:   tests/ci-requirements.txt modified:   tests/requirements.txt modified:   .github/workflows/scripts/comment-ci-results.py  modified:   tests/unit/conftest.py   Added NFIX3 for testing  new file:   tools/download-necessary-exchange-market-data-for-backtests.sh  modified:   user_data/strategies/NostalgiaForInfinityNext.py modified:   user_data/strategies/NostalgiaForInfinityNextGen.py   Updated file links to legacy",add nfix3 to help text,fix download-exchange market data for backtests in .github workflows
355bed6f5418a0c339cb0717b6a9f333f1d5b5b4,.github\workflows\tests.yml,"Some fixups and improvements  new file:   .github/workflows/scripts/download-necessary-exchange-market-data-for-backtests.sh Added data downloader from DigiTuccar HistoricalDataForTradeBacktest repo https://github.com/DigiTuccar/HistoricalDataForTradeBacktest.git  modified:   .github/workflows/tests.yml Added new time periods and selective trading mode (futures and spot)  modified:   .gitignore added /user_data please check for your own configurations if necessary  deleted:    .gitmodules not needed  modified:   .pre-commit-config.yaml updated versions  modified:   README.md updated data downloading instructions  modified:   configs/exampleconfig-rebuy.json     ""position_adjustment_enable"": true, added  modified:   docker-compose.yml   Added      - ""./user_data/data:/testing/user_data/data"" for gitlab testing  modified:   docker/Dockerfile.custom   Added git-lfs support for testing in gitlab-ci  modified:   tests/backtests/helpers.py modified:   tests/backtests/test_winrate_and_drawdown.py modified:   tests/ci-requirements.txt modified:   tests/requirements.txt modified:   .github/workflows/scripts/comment-ci-results.py  modified:   tests/unit/conftest.py   Added NFIX3 for testing  new file:   tools/download-necessary-exchange-market-data-for-backtests.sh  modified:   user_data/strategies/NostalgiaForInfinityNext.py modified:   user_data/strategies/NostalgiaForInfinityNextGen.py   Updated file links to legacy",add nfix2 and nfix3 to docs,"update tests.yml with NFIX2,NFIX3 docs"
355bed6f5418a0c339cb0717b6a9f333f1d5b5b4,.gitignore,"Some fixups and improvements  new file:   .github/workflows/scripts/download-necessary-exchange-market-data-for-backtests.sh Added data downloader from DigiTuccar HistoricalDataForTradeBacktest repo https://github.com/DigiTuccar/HistoricalDataForTradeBacktest.git  modified:   .github/workflows/tests.yml Added new time periods and selective trading mode (futures and spot)  modified:   .gitignore added /user_data please check for your own configurations if necessary  deleted:    .gitmodules not needed  modified:   .pre-commit-config.yaml updated versions  modified:   README.md updated data downloading instructions  modified:   configs/exampleconfig-rebuy.json     ""position_adjustment_enable"": true, added  modified:   docker-compose.yml   Added      - ""./user_data/data:/testing/user_data/data"" for gitlab testing  modified:   docker/Dockerfile.custom   Added git-lfs support for testing in gitlab-ci  modified:   tests/backtests/helpers.py modified:   tests/backtests/test_winrate_and_drawdown.py modified:   tests/ci-requirements.txt modified:   tests/requirements.txt modified:   .github/workflows/scripts/comment-ci-results.py  modified:   tests/unit/conftest.py   Added NFIX3 for testing  new file:   tools/download-necessary-exchange-market-data-for-backtests.sh  modified:   user_data/strategies/NostalgiaForInfinityNext.py modified:   user_data/strategies/NostalgiaForInfinityNextGen.py   Updated file links to legacy",add nfix3 and nfix3new files,"fix add NFX3, NFXN3, update links in strategies"
355bed6f5418a0c339cb0717b6a9f333f1d5b5b4,.gitmodules,"Some fixups and improvements  new file:   .github/workflows/scripts/download-necessary-exchange-market-data-for-backtests.sh Added data downloader from DigiTuccar HistoricalDataForTradeBacktest repo https://github.com/DigiTuccar/HistoricalDataForTradeBacktest.git  modified:   .github/workflows/tests.yml Added new time periods and selective trading mode (futures and spot)  modified:   .gitignore added /user_data please check for your own configurations if necessary  deleted:    .gitmodules not needed  modified:   .pre-commit-config.yaml updated versions  modified:   README.md updated data downloading instructions  modified:   configs/exampleconfig-rebuy.json     ""position_adjustment_enable"": true, added  modified:   docker-compose.yml   Added      - ""./user_data/data:/testing/user_data/data"" for gitlab testing  modified:   docker/Dockerfile.custom   Added git-lfs support for testing in gitlab-ci  modified:   tests/backtests/helpers.py modified:   tests/backtests/test_winrate_and_drawdown.py modified:   tests/ci-requirements.txt modified:   tests/requirements.txt modified:   .github/workflows/scripts/comment-ci-results.py  modified:   tests/unit/conftest.py   Added NFIX3 for testing  new file:   tools/download-necessary-exchange-market-data-for-backtests.sh  modified:   user_data/strategies/NostalgiaForInfinityNext.py modified:   user_data/strategies/NostalgiaForInfinityNextGen.py   Updated file links to legacy",add links to nostalgiaforinfinitynext,"update .gitmodule, add NFX3 links to strategies"
355bed6f5418a0c339cb0717b6a9f333f1d5b5b4,.pre-commit-config.yaml,"Some fixups and improvements  new file:   .github/workflows/scripts/download-necessary-exchange-market-data-for-backtests.sh Added data downloader from DigiTuccar HistoricalDataForTradeBacktest repo https://github.com/DigiTuccar/HistoricalDataForTradeBacktest.git  modified:   .github/workflows/tests.yml Added new time periods and selective trading mode (futures and spot)  modified:   .gitignore added /user_data please check for your own configurations if necessary  deleted:    .gitmodules not needed  modified:   .pre-commit-config.yaml updated versions  modified:   README.md updated data downloading instructions  modified:   configs/exampleconfig-rebuy.json     ""position_adjustment_enable"": true, added  modified:   docker-compose.yml   Added      - ""./user_data/data:/testing/user_data/data"" for gitlab testing  modified:   docker/Dockerfile.custom   Added git-lfs support for testing in gitlab-ci  modified:   tests/backtests/helpers.py modified:   tests/backtests/test_winrate_and_drawdown.py modified:   tests/ci-requirements.txt modified:   tests/requirements.txt modified:   .github/workflows/scripts/comment-ci-results.py  modified:   tests/unit/conftest.py   Added NFIX3 for testing  new file:   tools/download-necessary-exchange-market-data-for-backtests.sh  modified:   user_data/strategies/NostalgiaForInfinityNext.py modified:   user_data/strategies/NostalgiaForInfinityNextGen.py   Updated file links to legacy",add links to legacy diff,update pre-commit config with legacy file links
355bed6f5418a0c339cb0717b6a9f333f1d5b5b4,README.md,"Some fixups and improvements  new file:   .github/workflows/scripts/download-necessary-exchange-market-data-for-backtests.sh Added data downloader from DigiTuccar HistoricalDataForTradeBacktest repo https://github.com/DigiTuccar/HistoricalDataForTradeBacktest.git  modified:   .github/workflows/tests.yml Added new time periods and selective trading mode (futures and spot)  modified:   .gitignore added /user_data please check for your own configurations if necessary  deleted:    .gitmodules not needed  modified:   .pre-commit-config.yaml updated versions  modified:   README.md updated data downloading instructions  modified:   configs/exampleconfig-rebuy.json     ""position_adjustment_enable"": true, added  modified:   docker-compose.yml   Added      - ""./user_data/data:/testing/user_data/data"" for gitlab testing  modified:   docker/Dockerfile.custom   Added git-lfs support for testing in gitlab-ci  modified:   tests/backtests/helpers.py modified:   tests/backtests/test_winrate_and_drawdown.py modified:   tests/ci-requirements.txt modified:   tests/requirements.txt modified:   .github/workflows/scripts/comment-ci-results.py  modified:   tests/unit/conftest.py   Added NFIX3 for testing  new file:   tools/download-necessary-exchange-market-data-for-backtests.sh  modified:   user_data/strategies/NostalgiaForInfinityNext.py modified:   user_data/strategies/NostalgiaForInfinityNextGen.py   Updated file links to legacy",add description of nfix3 and nfix4,add nfix descriptions to readme
355bed6f5418a0c339cb0717b6a9f333f1d5b5b4,configs\exampleconfig-rebuy.json,"Some fixups and improvements  new file:   .github/workflows/scripts/download-necessary-exchange-market-data-for-backtests.sh Added data downloader from DigiTuccar HistoricalDataForTradeBacktest repo https://github.com/DigiTuccar/HistoricalDataForTradeBacktest.git  modified:   .github/workflows/tests.yml Added new time periods and selective trading mode (futures and spot)  modified:   .gitignore added /user_data please check for your own configurations if necessary  deleted:    .gitmodules not needed  modified:   .pre-commit-config.yaml updated versions  modified:   README.md updated data downloading instructions  modified:   configs/exampleconfig-rebuy.json     ""position_adjustment_enable"": true, added  modified:   docker-compose.yml   Added      - ""./user_data/data:/testing/user_data/data"" for gitlab testing  modified:   docker/Dockerfile.custom   Added git-lfs support for testing in gitlab-ci  modified:   tests/backtests/helpers.py modified:   tests/backtests/test_winrate_and_drawdown.py modified:   tests/ci-requirements.txt modified:   tests/requirements.txt modified:   .github/workflows/scripts/comment-ci-results.py  modified:   tests/unit/conftest.py   Added NFIX3 for testing  new file:   tools/download-necessary-exchange-market-data-for-backtests.sh  modified:   user_data/strategies/NostalgiaForInfinityNext.py modified:   user_data/strategies/NostalgiaForInfinityNextGen.py   Updated file links to legacy",add nfix example,fix add NFIX example to configs.json
355bed6f5418a0c339cb0717b6a9f333f1d5b5b4,configs\exampleconfig.json,"Some fixups and improvements  new file:   .github/workflows/scripts/download-necessary-exchange-market-data-for-backtests.sh Added data downloader from DigiTuccar HistoricalDataForTradeBacktest repo https://github.com/DigiTuccar/HistoricalDataForTradeBacktest.git  modified:   .github/workflows/tests.yml Added new time periods and selective trading mode (futures and spot)  modified:   .gitignore added /user_data please check for your own configurations if necessary  deleted:    .gitmodules not needed  modified:   .pre-commit-config.yaml updated versions  modified:   README.md updated data downloading instructions  modified:   configs/exampleconfig-rebuy.json     ""position_adjustment_enable"": true, added  modified:   docker-compose.yml   Added      - ""./user_data/data:/testing/user_data/data"" for gitlab testing  modified:   docker/Dockerfile.custom   Added git-lfs support for testing in gitlab-ci  modified:   tests/backtests/helpers.py modified:   tests/backtests/test_winrate_and_drawdown.py modified:   tests/ci-requirements.txt modified:   tests/requirements.txt modified:   .github/workflows/scripts/comment-ci-results.py  modified:   tests/unit/conftest.py   Added NFIX3 for testing  new file:   tools/download-necessary-exchange-market-data-for-backtests.sh  modified:   user_data/strategies/NostalgiaForInfinityNext.py modified:   user_data/strategies/NostalgiaForInfinityNextGen.py   Updated file links to legacy",add nfix example,fix add NFIX example to configs.json
355bed6f5418a0c339cb0717b6a9f333f1d5b5b4,docker-compose.yml,"Some fixups and improvements  new file:   .github/workflows/scripts/download-necessary-exchange-market-data-for-backtests.sh Added data downloader from DigiTuccar HistoricalDataForTradeBacktest repo https://github.com/DigiTuccar/HistoricalDataForTradeBacktest.git  modified:   .github/workflows/tests.yml Added new time periods and selective trading mode (futures and spot)  modified:   .gitignore added /user_data please check for your own configurations if necessary  deleted:    .gitmodules not needed  modified:   .pre-commit-config.yaml updated versions  modified:   README.md updated data downloading instructions  modified:   configs/exampleconfig-rebuy.json     ""position_adjustment_enable"": true, added  modified:   docker-compose.yml   Added      - ""./user_data/data:/testing/user_data/data"" for gitlab testing  modified:   docker/Dockerfile.custom   Added git-lfs support for testing in gitlab-ci  modified:   tests/backtests/helpers.py modified:   tests/backtests/test_winrate_and_drawdown.py modified:   tests/ci-requirements.txt modified:   tests/requirements.txt modified:   .github/workflows/scripts/comment-ci-results.py  modified:   tests/unit/conftest.py   Added NFIX3 for testing  new file:   tools/download-necessary-exchange-market-data-for-backtests.sh  modified:   user_data/strategies/NostalgiaForInfinityNext.py modified:   user_data/strategies/NostalgiaForInfinityNextGen.py   Updated file links to legacy",add nfix3 and nfix7,fix docker compose for nfix add
355bed6f5418a0c339cb0717b6a9f333f1d5b5b4,docker\Dockerfile.custom,"Some fixups and improvements  new file:   .github/workflows/scripts/download-necessary-exchange-market-data-for-backtests.sh Added data downloader from DigiTuccar HistoricalDataForTradeBacktest repo https://github.com/DigiTuccar/HistoricalDataForTradeBacktest.git  modified:   .github/workflows/tests.yml Added new time periods and selective trading mode (futures and spot)  modified:   .gitignore added /user_data please check for your own configurations if necessary  deleted:    .gitmodules not needed  modified:   .pre-commit-config.yaml updated versions  modified:   README.md updated data downloading instructions  modified:   configs/exampleconfig-rebuy.json     ""position_adjustment_enable"": true, added  modified:   docker-compose.yml   Added      - ""./user_data/data:/testing/user_data/data"" for gitlab testing  modified:   docker/Dockerfile.custom   Added git-lfs support for testing in gitlab-ci  modified:   tests/backtests/helpers.py modified:   tests/backtests/test_winrate_and_drawdown.py modified:   tests/ci-requirements.txt modified:   tests/requirements.txt modified:   .github/workflows/scripts/comment-ci-results.py  modified:   tests/unit/conftest.py   Added NFIX3 for testing  new file:   tools/download-necessary-exchange-market-data-for-backtests.sh  modified:   user_data/strategies/NostalgiaForInfinityNext.py modified:   user_data/strategies/NostalgiaForInfinityNextGen.py   Updated file links to legacy",add new links to old backup files,update Dockerfile with old backup links
355bed6f5418a0c339cb0717b6a9f333f1d5b5b4,tests\backtests\helpers.py,"Some fixups and improvements  new file:   .github/workflows/scripts/download-necessary-exchange-market-data-for-backtests.sh Added data downloader from DigiTuccar HistoricalDataForTradeBacktest repo https://github.com/DigiTuccar/HistoricalDataForTradeBacktest.git  modified:   .github/workflows/tests.yml Added new time periods and selective trading mode (futures and spot)  modified:   .gitignore added /user_data please check for your own configurations if necessary  deleted:    .gitmodules not needed  modified:   .pre-commit-config.yaml updated versions  modified:   README.md updated data downloading instructions  modified:   configs/exampleconfig-rebuy.json     ""position_adjustment_enable"": true, added  modified:   docker-compose.yml   Added      - ""./user_data/data:/testing/user_data/data"" for gitlab testing  modified:   docker/Dockerfile.custom   Added git-lfs support for testing in gitlab-ci  modified:   tests/backtests/helpers.py modified:   tests/backtests/test_winrate_and_drawdown.py modified:   tests/ci-requirements.txt modified:   tests/requirements.txt modified:   .github/workflows/scripts/comment-ci-results.py  modified:   tests/unit/conftest.py   Added NFIX3 for testing  new file:   tools/download-necessary-exchange-market-data-for-backtests.sh  modified:   user_data/strategies/NostalgiaForInfinityNext.py modified:   user_data/strategies/NostalgiaForInfinityNextGen.py   Updated file links to legacy",update docstrings for new backtests,update backtests helpers docstrings
355bed6f5418a0c339cb0717b6a9f333f1d5b5b4,tests\backtests\test_winrate_and_drawdown.py,"Some fixups and improvements  new file:   .github/workflows/scripts/download-necessary-exchange-market-data-for-backtests.sh Added data downloader from DigiTuccar HistoricalDataForTradeBacktest repo https://github.com/DigiTuccar/HistoricalDataForTradeBacktest.git  modified:   .github/workflows/tests.yml Added new time periods and selective trading mode (futures and spot)  modified:   .gitignore added /user_data please check for your own configurations if necessary  deleted:    .gitmodules not needed  modified:   .pre-commit-config.yaml updated versions  modified:   README.md updated data downloading instructions  modified:   configs/exampleconfig-rebuy.json     ""position_adjustment_enable"": true, added  modified:   docker-compose.yml   Added      - ""./user_data/data:/testing/user_data/data"" for gitlab testing  modified:   docker/Dockerfile.custom   Added git-lfs support for testing in gitlab-ci  modified:   tests/backtests/helpers.py modified:   tests/backtests/test_winrate_and_drawdown.py modified:   tests/ci-requirements.txt modified:   tests/requirements.txt modified:   .github/workflows/scripts/comment-ci-results.py  modified:   tests/unit/conftest.py   Added NFIX3 for testing  new file:   tools/download-necessary-exchange-market-data-for-backtests.sh  modified:   user_data/strategies/NostalgiaForInfinityNext.py modified:   user_data/strategies/NostalgiaForInfinityNextGen.py   Updated file links to legacy",add winrate and drawdown tests,fix winrate/drawdown tests in backtests
355bed6f5418a0c339cb0717b6a9f333f1d5b5b4,tests\ci-requirements.txt,"Some fixups and improvements  new file:   .github/workflows/scripts/download-necessary-exchange-market-data-for-backtests.sh Added data downloader from DigiTuccar HistoricalDataForTradeBacktest repo https://github.com/DigiTuccar/HistoricalDataForTradeBacktest.git  modified:   .github/workflows/tests.yml Added new time periods and selective trading mode (futures and spot)  modified:   .gitignore added /user_data please check for your own configurations if necessary  deleted:    .gitmodules not needed  modified:   .pre-commit-config.yaml updated versions  modified:   README.md updated data downloading instructions  modified:   configs/exampleconfig-rebuy.json     ""position_adjustment_enable"": true, added  modified:   docker-compose.yml   Added      - ""./user_data/data:/testing/user_data/data"" for gitlab testing  modified:   docker/Dockerfile.custom   Added git-lfs support for testing in gitlab-ci  modified:   tests/backtests/helpers.py modified:   tests/backtests/test_winrate_and_drawdown.py modified:   tests/ci-requirements.txt modified:   tests/requirements.txt modified:   .github/workflows/scripts/comment-ci-results.py  modified:   tests/unit/conftest.py   Added NFIX3 for testing  new file:   tools/download-necessary-exchange-market-data-for-backtests.sh  modified:   user_data/strategies/NostalgiaForInfinityNext.py modified:   user_data/strategies/NostalgiaForInfinityNextGen.py   Updated file links to legacy",add nfix2 and nfix3 to docs,"update ci-reqs with NFIX2,NFIX3 docs"
